"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_2901","pvdQ","acyl-homoserine lactone acylase PvdQ","Pseudomonas putida KT2440 (TIGR)","GO:0016787","hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01804","PMID:24451626"
"PP_2901","pvdQ","acyl-homoserine lactone acylase PvdQ","Pseudomonas putida KT2440 (TIGR)","GO:0017000","antibiotic biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01804","PMID:24451626"
"PP_2901","pvdQ","acyl-homoserine lactone acylase PvdQ","Pseudomonas putida KT2440 (TIGR)","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:1.10.439.10","PMID:24451626"
"PP_2902","lpxH","UDP-2,3-diacylglucosamine hydrolase","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01854","PMID:24451626"
"PP_2902","lpxH","UDP-2,3-diacylglucosamine hydrolase","Pseudomonas putida KT2440 (TIGR)","GO:0009245","lipid A biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01854","PMID:24451626"
"PP_2902","lpxH","UDP-2,3-diacylglucosamine hydrolase","Pseudomonas putida KT2440 (TIGR)","GO:0016462","pyrophosphatase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01854","PMID:24451626"
"PP_2902","lpxH","UDP-2,3-diacylglucosamine hydrolase","Pseudomonas putida KT2440 (TIGR)","GO:0016787","hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00149","PMID:24451626"
"PP_2903","ppiB","peptidyl-prolyl cis-trans isomerase B","Pseudomonas putida KT2440 (TIGR)","GO:0000413","protein peptidyl-prolyl isomerization","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00153","PMID:24451626"
"PP_2903","ppiB","peptidyl-prolyl cis-trans isomerase B","Pseudomonas putida KT2440 (TIGR)","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00153","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:1.10.1160.10","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00749","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0043039","tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00749","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0000166","nucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00440","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0004819","glutamine-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00440","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00440","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0006425","glutaminyl-tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00440","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0006418","tRNA aminoacylation for protein translation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03950","PMID:24451626"
"PP_2904","glnS","glutamine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0006412","translation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF50715","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0000166","nucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47323","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47323","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47323","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0006418","tRNA aminoacylation for protein translation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47323","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0004817","cysteine-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF09190","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF09190","PMID:24451626"
"PP_2905","cysS","cysteine--tRNA ligase","Pseudomonas putida KT2440 (TIGR)","GO:0006423","cysteinyl-tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF09190","PMID:24451626"
"PP_2906","PP_2906","sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016310","phosphorylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00344","PMID:24451626"
"PP_2906","PP_2906","sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016772","transferase activity, transferring phosphorus-containing groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00344","PMID:24451626"
"PP_2906","PP_2906","sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0007165","signal transduction","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00304","PMID:24451626"
"PP_2906","PP_2906","sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00304","PMID:24451626"
"PP_2906","PP_2906","sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0000155","phosphorelay sensor kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00388","PMID:24451626"
"PP_2907","PP_2907","two-component system response regulator","Pseudomonas putida KT2440 (TIGR)","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_2907","PP_2907","two-component system response regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_2907","PP_2907","two-component system response regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_2907","PP_2907","two-component system response regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_2908","csiR","DNA-binding transcriptional repressor","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00392","PMID:24451626"
"PP_2908","csiR","DNA-binding transcriptional repressor","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00392","PMID:24451626"
"PP_2908","csiR","DNA-binding transcriptional repressor","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00392","PMID:24451626"
"PP_2909","csiD","carbon starvation induced protein","Pseudomonas putida KT2440 (TIGR)","GO:0005506","iron ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08943","PMID:24451626"
"PP_2909","csiD","carbon starvation induced protein","Pseudomonas putida KT2440 (TIGR)","GO:0050498","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08943","PMID:24451626"
"PP_2910","lhgO","L-2-hydroxyglutarate oxidase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01266","PMID:24451626"
"PP_2911","gabP-III","gamma-aminobutyrate permease","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00324","PMID:24451626"
"PP_2911","gabP-III","gamma-aminobutyrate permease","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00324","PMID:24451626"
"PP_2911","gabP-III","gamma-aminobutyrate permease","Pseudomonas putida KT2440 (TIGR)","GO:0015185","gamma-aminobutyric acid transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01773","PMID:24451626"
"PP_2911","gabP-III","gamma-aminobutyrate permease","Pseudomonas putida KT2440 (TIGR)","GO:0015812","gamma-aminobutyric acid transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01773","PMID:24451626"
"PP_2912","PP_2912","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0004674","protein serine/threonine kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00090","PMID:24451626"
"PP_2912","PP_2912","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00090","PMID:24451626"
"PP_2913","hemB","5-aminolevulinate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0004655","porphobilinogen synthase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF001415","PMID:24451626"
"PP_2913","hemB","5-aminolevulinate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0033014","tetrapyrrole biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF001415","PMID:24451626"
"PP_2913","hemB","5-aminolevulinate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0046872","metal ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF001415","PMID:24451626"
"PP_2914","proP","osmosensory proline/betaine/H+ permease","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
